#miRNA	read_count	precursor	total	seq	seq(norm)
hsa-miR-5587-5p	0.00	hsa-mir-5587	0.00	0	0
hsa-miR-5588-3p	0.00	hsa-mir-5588	0.00	0	0
hsa-miR-5588-5p	0.00	hsa-mir-5588	0.00	0	0
hsa-miR-5589-5p	0.00	hsa-mir-5589	0.00	0	0
hsa-miR-5589-3p	0.00	hsa-mir-5589	0.00	0	0
hsa-miR-559	0.00	hsa-mir-559	0.00	0	0
hsa-miR-5590-3p	0.00	hsa-mir-5590	0.00	0	0
hsa-miR-5590-5p	0.00	hsa-mir-5590	0.00	0	0
hsa-miR-5591-5p	0.00	hsa-mir-5591	0.00	0	0
hsa-miR-5591-3p	0.00	hsa-mir-5591	0.00	0	0
hsa-miR-561-3p	0.00	hsa-mir-561	0.00	0	0
hsa-miR-561-5p	0.00	hsa-mir-561	0.00	0	0
hsa-miR-562	0.00	hsa-mir-562	0.00	0	0
hsa-miR-563	0.00	hsa-mir-563	0.00	0	0
hsa-miR-564	0.00	hsa-mir-564	0.00	0	0
hsa-miR-567	0.00	hsa-mir-567	0.00	0	0
hsa-miR-568	0.00	hsa-mir-568	0.00	0	0
hsa-miR-5680	0.00	hsa-mir-5680	0.00	0	0
hsa-miR-5681a	0.00	hsa-mir-5681a	0.00	0	0
hsa-miR-5681b	0.00	hsa-mir-5681b	0.00	0	0
hsa-miR-5682	0.00	hsa-mir-5682	0.00	0	0
hsa-miR-5683	1.00	hsa-mir-5683	1.00	1.00	32.63
hsa-miR-5684	0.00	hsa-mir-5684	0.00	0	0
hsa-miR-5685	0.00	hsa-mir-5685	0.00	0	0
hsa-miR-5687	0.00	hsa-mir-5687	0.00	0	0
hsa-miR-5688	0.00	hsa-mir-5688	0.00	0	0
hsa-miR-5689	0.00	hsa-mir-5689	0.00	0	0
hsa-miR-569	0.00	hsa-mir-569	0.00	0	0
hsa-miR-5690	0.00	hsa-mir-5690	0.00	0	0
hsa-miR-5691	0.00	hsa-mir-5691	0.00	0	0
hsa-miR-5692a	0.00	hsa-mir-5692a-1	0.00	0	0
hsa-miR-5692a	0.00	hsa-mir-5692a-2	0.00	0	0
hsa-miR-5692b	0.00	hsa-mir-5692b	0.00	0	0
hsa-miR-5692c	0.00	hsa-mir-5692c-1	0.00	0	0
hsa-miR-5692c	0.00	hsa-mir-5692c-2	0.00	0	0
hsa-miR-5693	0.00	hsa-mir-5693	0.00	0	0
hsa-miR-5694	0.00	hsa-mir-5694	0.00	0	0
hsa-miR-5695	0.00	hsa-mir-5695	0.00	0	0
hsa-miR-5696	0.00	hsa-mir-5696	0.00	0	0
hsa-miR-5697	0.00	hsa-mir-5697	0.00	0	0
hsa-miR-5698	0.00	hsa-mir-5698	0.00	0	0
hsa-miR-5699-5p	0.00	hsa-mir-5699	0.00	0	0
hsa-miR-5699-3p	0.00	hsa-mir-5699	0.00	0	0
hsa-miR-570-5p	0.00	hsa-mir-570	0.00	0	0
hsa-miR-570-3p	0.00	hsa-mir-570	0.00	0	0
hsa-miR-5700	0.00	hsa-mir-5700	0.00	0	0
hsa-miR-5701	0.00	hsa-mir-5701-1	0.00	0	0
hsa-miR-5701	0.00	hsa-mir-5701-2	0.00	0	0
hsa-miR-5701	0.00	hsa-mir-5701-3	0.00	0	0
hsa-miR-5702	0.00	hsa-mir-5702	0.00	0	0
hsa-miR-5703	0.00	hsa-mir-5703	0.00	0	0
hsa-miR-5704	0.00	hsa-mir-5704	0.00	0	0
hsa-miR-5705	0.00	hsa-mir-5705	0.00	0	0
hsa-miR-5706	0.00	hsa-mir-5706	0.00	0	0
hsa-miR-5707	0.00	hsa-mir-5707	0.00	0	0
hsa-miR-5708	0.00	hsa-mir-5708	0.00	0	0
hsa-miR-571	0.00	hsa-mir-571	0.00	0	0
hsa-miR-572	0.00	hsa-mir-572	0.00	0	0
hsa-miR-573	0.00	hsa-mir-573	0.00	0	0
hsa-miR-5739	0.00	hsa-mir-5739	0.00	0	0
hsa-miR-574-3p	4.00	hsa-mir-574	4.00	4.00	130.54
hsa-miR-574-5p	3.00	hsa-mir-574	3.00	3.00	97.90
hsa-miR-575	0.00	hsa-mir-575	0.00	0	0
hsa-miR-576-3p	0.00	hsa-mir-576	0.00	0	0
hsa-miR-576-5p	1.00	hsa-mir-576	1.00	1.00	32.63
hsa-miR-577	0.00	hsa-mir-577	0.00	0	0
hsa-miR-578	0.00	hsa-mir-578	0.00	0	0
hsa-miR-5787	0.00	hsa-mir-5787	0.00	0	0
hsa-miR-579-5p	0.00	hsa-mir-579	0.00	0	0
hsa-miR-579-3p	0.00	hsa-mir-579	0.00	0	0
hsa-miR-580-5p	0.00	hsa-mir-580	0.00	0	0
hsa-miR-580-3p	0.00	hsa-mir-580	0.00	0	0
hsa-miR-581	0.00	hsa-mir-581	0.00	0	0
hsa-miR-582-5p	3.00	hsa-mir-582	3.00	3.00	97.90
hsa-miR-582-3p	9.00	hsa-mir-582	9.00	9.00	293.70
hsa-miR-583	0.00	hsa-mir-583	0.00	0	0
hsa-miR-584-5p	0.00	hsa-mir-584	0.00	0	0
hsa-miR-584-3p	0.00	hsa-mir-584	0.00	0	0
hsa-miR-585-3p	0.00	hsa-mir-585	0.00	0	0
hsa-miR-585-5p	0.00	hsa-mir-585	0.00	0	0
hsa-miR-586	0.00	hsa-mir-586	0.00	0	0
hsa-miR-587	0.00	hsa-mir-587	0.00	0	0
hsa-miR-588	0.00	hsa-mir-588	0.00	0	0
hsa-miR-589-5p	1.00	hsa-mir-589	1.00	1.00	32.63
hsa-miR-589-3p	0.00	hsa-mir-589	0.00	0	0
hsa-miR-590-5p	0.00	hsa-mir-590	0.00	0	0
hsa-miR-590-3p	1.00	hsa-mir-590	1.00	1.00	32.63
hsa-miR-591	0.00	hsa-mir-591	0.00	0	0
hsa-miR-592	0.00	hsa-mir-592	0.00	0	0
hsa-miR-593-5p	0.00	hsa-mir-593	0.00	0	0
hsa-miR-593-3p	0.00	hsa-mir-593	0.00	0	0
hsa-miR-595	0.00	hsa-mir-595	0.00	0	0
hsa-miR-596	0.00	hsa-mir-596	0.00	0	0
hsa-miR-597-3p	0.00	hsa-mir-597	0.00	0	0
hsa-miR-597-5p	0.00	hsa-mir-597	0.00	0	0
hsa-miR-598-3p	1.00	hsa-mir-598	1.00	1.00	32.63
hsa-miR-598-5p	0.00	hsa-mir-598	0.00	0	0
hsa-miR-599	0.00	hsa-mir-599	0.00	0	0
hsa-miR-600	0.00	hsa-mir-600	0.00	0	0
hsa-miR-601	0.00	hsa-mir-601	0.00	0	0
hsa-miR-602	0.00	hsa-mir-602	0.00	0	0
hsa-miR-603	0.00	hsa-mir-603	0.00	0	0
hsa-miR-604	0.00	hsa-mir-604	0.00	0	0
hsa-miR-605-5p	0.00	hsa-mir-605	0.00	0	0
hsa-miR-605-3p	0.00	hsa-mir-605	0.00	0	0
hsa-miR-606	0.00	hsa-mir-606	0.00	0	0
hsa-miR-6068	0.00	hsa-mir-6068	0.00	0	0
hsa-miR-6069	0.00	hsa-mir-6069	0.00	0	0
hsa-miR-607	0.00	hsa-mir-607	0.00	0	0
hsa-miR-6070	0.00	hsa-mir-6070	0.00	0	0
hsa-miR-6071	0.00	hsa-mir-6071	0.00	0	0
hsa-miR-6072	0.00	hsa-mir-6072	0.00	0	0
hsa-miR-6073	0.00	hsa-mir-6073	0.00	0	0
hsa-miR-6074	0.00	hsa-mir-6074	0.00	0	0
hsa-miR-6075	0.00	hsa-mir-6075	0.00	0	0
hsa-miR-6076	0.00	hsa-mir-6076	0.00	0	0
hsa-miR-6077	0.00	hsa-mir-6077	0.00	0	0
hsa-miR-6078	0.00	hsa-mir-6078	0.00	0	0
hsa-miR-6079	0.00	hsa-mir-6079	0.00	0	0
hsa-miR-608	0.00	hsa-mir-608	0.00	0	0
hsa-miR-6080	0.00	hsa-mir-6080	0.00	0	0
hsa-miR-6081	0.00	hsa-mir-6081	0.00	0	0
hsa-miR-6082	0.00	hsa-mir-6082	0.00	0	0
hsa-miR-6083	0.00	hsa-mir-6083	0.00	0	0
hsa-miR-6084	0.00	hsa-mir-6084	0.00	0	0
hsa-miR-6085	0.00	hsa-mir-6085	0.00	0	0
hsa-miR-6086	0.00	hsa-mir-6086	0.00	0	0
hsa-miR-6088	0.00	hsa-mir-6088	0.00	0	0
hsa-miR-6089	0.00	hsa-mir-6089-1	0.00	0	0
hsa-miR-6089	0.00	hsa-mir-6089-2	0.00	0	0
hsa-miR-609	0.00	hsa-mir-609	0.00	0	0
hsa-miR-6090	0.00	hsa-mir-6090	0.00	0	0
hsa-miR-610	0.00	hsa-mir-610	0.00	0	0
hsa-miR-611	0.00	hsa-mir-611	0.00	0	0
hsa-miR-612	0.00	hsa-mir-612	0.00	0	0
hsa-miR-6124	0.00	hsa-mir-6124	0.00	0	0
hsa-miR-6125	0.00	hsa-mir-6125	0.00	0	0
hsa-miR-6126	0.00	hsa-mir-6126	0.00	0	0
hsa-miR-6127	0.00	hsa-mir-6127	0.00	0	0
hsa-miR-6128	0.00	hsa-mir-6128	0.00	0	0
hsa-miR-6129	0.00	hsa-mir-6129	0.00	0	0
hsa-miR-613	0.00	hsa-mir-613	0.00	0	0
hsa-miR-6130	0.00	hsa-mir-6130	0.00	0	0
hsa-miR-6131	0.00	hsa-mir-6131	0.00	0	0
hsa-miR-6132	0.00	hsa-mir-6132	0.00	0	0
hsa-miR-6133	0.00	hsa-mir-6133	0.00	0	0
hsa-miR-6134	0.00	hsa-mir-6134	0.00	0	0
hsa-miR-614	0.00	hsa-mir-614	0.00	0	0
hsa-miR-615-5p	0.00	hsa-mir-615	0.00	0	0
hsa-miR-615-3p	0.00	hsa-mir-615	0.00	0	0
hsa-miR-616-5p	0.00	hsa-mir-616	0.00	0	0
hsa-miR-616-3p	0.00	hsa-mir-616	0.00	0	0
hsa-miR-6165	0.00	hsa-mir-6165	0.00	0	0
hsa-miR-617	0.00	hsa-mir-617	0.00	0	0
hsa-miR-618	0.00	hsa-mir-618	0.00	0	0
hsa-miR-619-3p	0.00	hsa-mir-619	0.00	0	0
hsa-miR-619-5p	0.00	hsa-mir-619	0.00	0	0
hsa-miR-620	0.00	hsa-mir-620	0.00	0	0
hsa-miR-621	0.00	hsa-mir-621	0.00	0	0
hsa-miR-622	0.00	hsa-mir-622	0.00	0	0
hsa-miR-623	0.00	hsa-mir-623	0.00	0	0
hsa-miR-624-3p	0.00	hsa-mir-624	0.00	0	0
hsa-miR-624-5p	0.00	hsa-mir-624	0.00	0	0
hsa-miR-625-3p	3.00	hsa-mir-625	3.00	3.00	97.90
hsa-miR-625-5p	0.00	hsa-mir-625	0.00	0	0
hsa-miR-626	0.00	hsa-mir-626	0.00	0	0
hsa-miR-627-3p	0.00	hsa-mir-627	0.00	0	0
hsa-miR-627-5p	0.00	hsa-mir-627	0.00	0	0
hsa-miR-628-5p	0.00	hsa-mir-628	0.00	0	0
hsa-miR-628-3p	0.00	hsa-mir-628	0.00	0	0
hsa-miR-629-3p	0.00	hsa-mir-629	0.00	0	0
hsa-miR-629-5p	1.00	hsa-mir-629	1.00	1.00	32.63
hsa-miR-630	0.00	hsa-mir-630	0.00	0	0
hsa-miR-631	0.00	hsa-mir-631	0.00	0	0
hsa-miR-632	0.00	hsa-mir-632	0.00	0	0
hsa-miR-633	0.00	hsa-mir-633	0.00	0	0
hsa-miR-634	0.00	hsa-mir-634	0.00	0	0
hsa-miR-635	0.00	hsa-mir-635	0.00	0	0
hsa-miR-636	0.00	hsa-mir-636	0.00	0	0
hsa-miR-637	0.00	hsa-mir-637	0.00	0	0
hsa-miR-638	0.00	hsa-mir-638	0.00	0	0
hsa-miR-639	0.00	hsa-mir-639	0.00	0	0
hsa-miR-640	0.00	hsa-mir-640	0.00	0	0
hsa-miR-641	1.00	hsa-mir-641	1.00	1.00	32.63
hsa-miR-642a-5p	0.00	hsa-mir-642a	0.00	0	0
hsa-miR-642a-3p	0.00	hsa-mir-642a	0.00	0	0
hsa-miR-642b-3p	0.00	hsa-mir-642b	0.00	0	0
hsa-miR-642b-5p	0.00	hsa-mir-642b	0.00	0	0
hsa-miR-643	0.00	hsa-mir-643	0.00	0	0
hsa-miR-644a	0.00	hsa-mir-644a	0.00	0	0
hsa-miR-645	0.00	hsa-mir-645	0.00	0	0
hsa-miR-646	0.00	hsa-mir-646	0.00	0	0
hsa-miR-647	0.00	hsa-mir-647	0.00	0	0
hsa-miR-648	0.00	hsa-mir-648	0.00	0	0
hsa-miR-649	0.00	hsa-mir-649	0.00	0	0
hsa-miR-6499-3p	0.00	hsa-mir-6499	0.00	0	0
hsa-miR-6499-5p	0.00	hsa-mir-6499	0.00	0	0
hsa-miR-650	0.00	hsa-mir-650	0.00	0	0
hsa-miR-6500-3p	0.00	hsa-mir-6500	0.00	0	0
hsa-miR-6500-5p	0.00	hsa-mir-6500	0.00	0	0
hsa-miR-6501-5p	0.00	hsa-mir-6501	0.00	0	0
hsa-miR-6501-3p	0.00	hsa-mir-6501	0.00	0	0
hsa-miR-6502-5p	0.00	hsa-mir-6502	0.00	0	0
hsa-miR-6502-3p	0.00	hsa-mir-6502	0.00	0	0
hsa-miR-6503-5p	0.00	hsa-mir-6503	0.00	0	0
hsa-miR-6503-3p	1.00	hsa-mir-6503	1.00	1.00	32.63
hsa-miR-6504-3p	0.00	hsa-mir-6504	0.00	0	0
hsa-miR-6504-5p	0.00	hsa-mir-6504	0.00	0	0
hsa-miR-6505-5p	0.00	hsa-mir-6505	0.00	0	0
hsa-miR-6505-3p	0.00	hsa-mir-6505	0.00	0	0
hsa-miR-6506-3p	0.00	hsa-mir-6506	0.00	0	0
hsa-miR-6506-5p	0.00	hsa-mir-6506	0.00	0	0
hsa-miR-6507-3p	0.00	hsa-mir-6507	0.00	0	0
hsa-miR-6507-5p	0.00	hsa-mir-6507	0.00	0	0
hsa-miR-6508-5p	0.00	hsa-mir-6508	0.00	0	0
hsa-miR-6508-3p	0.00	hsa-mir-6508	0.00	0	0
hsa-miR-6509-3p	0.00	hsa-mir-6509	0.00	0	0
hsa-miR-6509-5p	0.00	hsa-mir-6509	0.00	0	0
hsa-miR-651-5p	0.00	hsa-mir-651	0.00	0	0
hsa-miR-651-3p	0.00	hsa-mir-651	0.00	0	0
hsa-miR-6510-5p	0.00	hsa-mir-6510	0.00	0	0
hsa-miR-6510-3p	0.00	hsa-mir-6510	0.00	0	0
hsa-miR-6511a-5p	0.00	hsa-mir-6511a-1	0.00	0	0
hsa-miR-6511a-3p	0.00	hsa-mir-6511a-1	0.00	0	0
hsa-miR-6511a-5p	0.00	hsa-mir-6511a-2	0.00	0	0
hsa-miR-6511a-3p	0.00	hsa-mir-6511a-2	0.00	0	0
hsa-miR-6511a-5p	0.00	hsa-mir-6511a-3	0.00	0	0
hsa-miR-6511a-3p	0.00	hsa-mir-6511a-3	0.00	0	0
hsa-miR-6511a-5p	0.00	hsa-mir-6511a-4	0.00	0	0
hsa-miR-6511a-3p	0.00	hsa-mir-6511a-4	0.00	0	0
hsa-miR-6511b-5p	0.00	hsa-mir-6511b-1	0.00	0	0
hsa-miR-6511b-3p	0.00	hsa-mir-6511b-1	0.00	0	0
hsa-miR-6511b-5p	0.00	hsa-mir-6511b-2	0.00	0	0
hsa-miR-6511b-3p	0.00	hsa-mir-6511b-2	0.00	0	0
hsa-miR-6512-3p	0.00	hsa-mir-6512	0.00	0	0
hsa-miR-6512-5p	0.00	hsa-mir-6512	0.00	0	0
hsa-miR-6513-3p	0.00	hsa-mir-6513	0.00	0	0
hsa-miR-6513-5p	0.00	hsa-mir-6513	0.00	0	0
hsa-miR-6514-5p	0.00	hsa-mir-6514	0.00	0	0
hsa-miR-6514-3p	0.00	hsa-mir-6514	0.00	0	0
hsa-miR-6515-3p	0.00	hsa-mir-6515	0.00	0	0
hsa-miR-6515-5p	0.00	hsa-mir-6515	0.00	0	0
hsa-miR-6516-5p	0.00	hsa-mir-6516	0.00	0	0
hsa-miR-6516-3p	0.00	hsa-mir-6516	0.00	0	0
hsa-miR-652-5p	0.00	hsa-mir-652	0.00	0	0
hsa-miR-652-3p	3.00	hsa-mir-652	3.00	3.00	97.90
hsa-miR-6529-5p	0.00	hsa-mir-6529	0.00	0	0
hsa-miR-6529-3p	0.00	hsa-mir-6529	0.00	0	0
hsa-miR-653-5p	0.00	hsa-mir-653	0.00	0	0
hsa-miR-653-3p	0.00	hsa-mir-653	0.00	0	0
hsa-miR-654-3p	0.00	hsa-mir-654	0.00	0	0
hsa-miR-654-5p	0.00	hsa-mir-654	0.00	0	0
hsa-miR-655-3p	0.00	hsa-mir-655	0.00	0	0
hsa-miR-655-5p	0.00	hsa-mir-655	0.00	0	0
hsa-miR-656-5p	0.00	hsa-mir-656	0.00	0	0
hsa-miR-656-3p	0.00	hsa-mir-656	0.00	0	0
hsa-miR-657	0.00	hsa-mir-657	0.00	0	0
hsa-miR-658	0.00	hsa-mir-658	0.00	0	0
hsa-miR-659-5p	0.00	hsa-mir-659	0.00	0	0
hsa-miR-659-3p	0.00	hsa-mir-659	0.00	0	0
hsa-miR-660-3p	0.00	hsa-mir-660	0.00	0	0
hsa-miR-660-5p	9.00	hsa-mir-660	9.00	9.00	293.70
hsa-miR-661	0.00	hsa-mir-661	0.00	0	0
hsa-miR-662	0.00	hsa-mir-662	0.00	0	0
hsa-miR-663a	0.00	hsa-mir-663a	0.00	0	0
hsa-miR-663b	0.00	hsa-mir-663b	0.00	0	0
hsa-miR-664a-3p	0.00	hsa-mir-664a	0.00	0	0
hsa-miR-664a-5p	0.00	hsa-mir-664a	0.00	0	0
hsa-miR-664b-5p	0.00	hsa-mir-664b	0.00	0	0
hsa-miR-664b-3p	0.00	hsa-mir-664b	0.00	0	0
hsa-miR-665	0.00	hsa-mir-665	0.00	0	0
hsa-miR-668-5p	0.00	hsa-mir-668	0.00	0	0
hsa-miR-668-3p	0.00	hsa-mir-668	0.00	0	0
hsa-miR-670-3p	0.00	hsa-mir-670	0.00	0	0
hsa-miR-670-5p	0.00	hsa-mir-670	0.00	0	0
hsa-miR-671-5p	0.00	hsa-mir-671	0.00	0	0
hsa-miR-671-3p	0.00	hsa-mir-671	0.00	0	0
hsa-miR-6715a-3p	0.00	hsa-mir-6715a	0.00	0	0
hsa-miR-6715b-3p	0.00	hsa-mir-6715b	0.00	0	0
hsa-miR-6715b-5p	0.00	hsa-mir-6715b	0.00	0	0
hsa-miR-6716-5p	0.00	hsa-mir-6716	0.00	0	0
hsa-miR-6716-3p	0.00	hsa-mir-6716	0.00	0	0
hsa-miR-6717-5p	0.00	hsa-mir-6717	0.00	0	0
hsa-miR-6718-5p	0.00	hsa-mir-6718	0.00	0	0
hsa-miR-6719-3p	0.00	hsa-mir-6719	0.00	0	0
hsa-miR-6720-3p	0.00	hsa-mir-6720	0.00	0	0
hsa-miR-6720-5p	0.00	hsa-mir-6720	0.00	0	0
hsa-miR-6721-5p	0.00	hsa-mir-6721	0.00	0	0
hsa-miR-6722-5p	0.00	hsa-mir-6722	0.00	0	0
hsa-miR-6722-3p	0.00	hsa-mir-6722	0.00	0	0
hsa-miR-6724-5p	0.00	hsa-mir-6724-1	0.00	0	0
hsa-miR-6724-5p	0.00	hsa-mir-6724-2	0.00	0	0
hsa-miR-6724-5p	0.00	hsa-mir-6724-3	0.00	0	0
hsa-miR-6724-5p	0.00	hsa-mir-6724-4	0.00	0	0
hsa-miR-6726-5p	0.00	hsa-mir-6726	0.00	0	0
hsa-miR-6726-3p	0.00	hsa-mir-6726	0.00	0	0
hsa-miR-6727-3p	0.00	hsa-mir-6727	0.00	0	0
hsa-miR-6727-5p	0.00	hsa-mir-6727	0.00	0	0
hsa-miR-6728-3p	0.00	hsa-mir-6728	0.00	0	0
hsa-miR-6728-5p	0.00	hsa-mir-6728	0.00	0	0
hsa-miR-6729-5p	0.00	hsa-mir-6729	0.00	0	0
hsa-miR-6729-3p	0.00	hsa-mir-6729	0.00	0	0
hsa-miR-6730-3p	0.00	hsa-mir-6730	0.00	0	0
hsa-miR-6730-5p	0.00	hsa-mir-6730	0.00	0	0
hsa-miR-6731-5p	0.00	hsa-mir-6731	0.00	0	0
hsa-miR-6731-3p	0.00	hsa-mir-6731	0.00	0	0
hsa-miR-6732-5p	0.00	hsa-mir-6732	0.00	0	0
hsa-miR-6732-3p	0.00	hsa-mir-6732	0.00	0	0
hsa-miR-6733-3p	0.00	hsa-mir-6733	0.00	0	0
hsa-miR-6733-5p	0.00	hsa-mir-6733	0.00	0	0
hsa-miR-6734-3p	0.00	hsa-mir-6734	0.00	0	0
hsa-miR-6734-5p	0.00	hsa-mir-6734	0.00	0	0
hsa-miR-6735-5p	0.00	hsa-mir-6735	0.00	0	0
hsa-miR-6735-3p	0.00	hsa-mir-6735	0.00	0	0
hsa-miR-6736-5p	0.00	hsa-mir-6736	0.00	0	0
hsa-miR-6736-3p	0.00	hsa-mir-6736	0.00	0	0
hsa-miR-6737-5p	0.00	hsa-mir-6737	0.00	0	0
hsa-miR-6737-3p	0.00	hsa-mir-6737	0.00	0	0
hsa-miR-6738-5p	0.00	hsa-mir-6738	0.00	0	0
hsa-miR-6738-3p	0.00	hsa-mir-6738	0.00	0	0
hsa-miR-6739-3p	0.00	hsa-mir-6739	0.00	0	0
hsa-miR-6739-5p	0.00	hsa-mir-6739	0.00	0	0
hsa-miR-6740-5p	0.00	hsa-mir-6740	0.00	0	0
hsa-miR-6740-3p	0.00	hsa-mir-6740	0.00	0	0
hsa-miR-6741-5p	0.00	hsa-mir-6741	0.00	0	0
hsa-miR-6741-3p	0.00	hsa-mir-6741	0.00	0	0
hsa-miR-6742-5p	0.00	hsa-mir-6742	0.00	0	0
hsa-miR-6742-3p	0.00	hsa-mir-6742	0.00	0	0
hsa-miR-6743-3p	0.00	hsa-mir-6743	0.00	0	0
hsa-miR-6743-5p	0.00	hsa-mir-6743	0.00	0	0
hsa-miR-6744-5p	0.00	hsa-mir-6744	0.00	0	0
hsa-miR-6744-3p	0.00	hsa-mir-6744	0.00	0	0
hsa-miR-6745	0.00	hsa-mir-6745	0.00	0	0
hsa-miR-6746-5p	0.00	hsa-mir-6746	0.00	0	0
hsa-miR-6746-3p	0.00	hsa-mir-6746	0.00	0	0
hsa-miR-6747-3p	0.00	hsa-mir-6747	0.00	0	0
hsa-miR-6747-5p	0.00	hsa-mir-6747	0.00	0	0
hsa-miR-6748-3p	0.00	hsa-mir-6748	0.00	0	0
hsa-miR-6748-5p	0.00	hsa-mir-6748	0.00	0	0
hsa-miR-6749-5p	0.00	hsa-mir-6749	0.00	0	0
hsa-miR-6749-3p	0.00	hsa-mir-6749	0.00	0	0
hsa-miR-675-3p	0.00	hsa-mir-675	0.00	0	0
hsa-miR-675-5p	0.00	hsa-mir-675	0.00	0	0
hsa-miR-6750-5p	0.00	hsa-mir-6750	0.00	0	0
hsa-miR-6750-3p	0.00	hsa-mir-6750	0.00	0	0
hsa-miR-6751-5p	0.00	hsa-mir-6751	0.00	0	0
hsa-miR-6751-3p	0.00	hsa-mir-6751	0.00	0	0
hsa-miR-6752-5p	0.00	hsa-mir-6752	0.00	0	0
hsa-miR-6752-3p	0.00	hsa-mir-6752	0.00	0	0
hsa-miR-6753-5p	0.00	hsa-mir-6753	0.00	0	0
hsa-miR-6753-3p	0.00	hsa-mir-6753	0.00	0	0
hsa-miR-6754-5p	0.00	hsa-mir-6754	0.00	0	0
hsa-miR-6754-3p	0.00	hsa-mir-6754	0.00	0	0
hsa-miR-6755-3p	0.00	hsa-mir-6755	0.00	0	0
hsa-miR-6755-5p	0.00	hsa-mir-6755	0.00	0	0
hsa-miR-6756-5p	0.00	hsa-mir-6756	0.00	0	0
hsa-miR-6756-3p	0.00	hsa-mir-6756	0.00	0	0
hsa-miR-6757-3p	0.00	hsa-mir-6757	0.00	0	0
hsa-miR-6757-5p	0.00	hsa-mir-6757	0.00	0	0
hsa-miR-6758-3p	0.00	hsa-mir-6758	0.00	0	0
hsa-miR-6758-5p	0.00	hsa-mir-6758	0.00	0	0
hsa-miR-6759-5p	0.00	hsa-mir-6759	0.00	0	0
hsa-miR-6759-3p	0.00	hsa-mir-6759	0.00	0	0
hsa-miR-676-5p	0.00	hsa-mir-676	0.00	0	0
hsa-miR-676-3p	0.00	hsa-mir-676	0.00	0	0
hsa-miR-6760-3p	0.00	hsa-mir-6760	0.00	0	0
hsa-miR-6760-5p	0.00	hsa-mir-6760	0.00	0	0
hsa-miR-6761-5p	0.00	hsa-mir-6761	0.00	0	0
hsa-miR-6761-3p	0.00	hsa-mir-6761	0.00	0	0
hsa-miR-6762-3p	0.00	hsa-mir-6762	0.00	0	0
hsa-miR-6762-5p	0.00	hsa-mir-6762	0.00	0	0
hsa-miR-6763-3p	0.00	hsa-mir-6763	0.00	0	0
hsa-miR-6763-5p	0.00	hsa-mir-6763	0.00	0	0
hsa-miR-6764-3p	0.00	hsa-mir-6764	0.00	0	0
hsa-miR-6764-5p	0.00	hsa-mir-6764	0.00	0	0
hsa-miR-6765-3p	0.00	hsa-mir-6765	0.00	0	0
hsa-miR-6765-5p	0.00	hsa-mir-6765	0.00	0	0
hsa-miR-6766-3p	0.00	hsa-mir-6766	0.00	0	0
hsa-miR-6766-5p	0.00	hsa-mir-6766	0.00	0	0
hsa-miR-6767-3p	0.00	hsa-mir-6767	0.00	0	0
hsa-miR-6767-5p	0.00	hsa-mir-6767	0.00	0	0
hsa-miR-6768-3p	0.00	hsa-mir-6768	0.00	0	0
hsa-miR-6768-5p	0.00	hsa-mir-6768	0.00	0	0
hsa-miR-6769a-5p	0.00	hsa-mir-6769a	0.00	0	0
hsa-miR-6769a-3p	0.00	hsa-mir-6769a	0.00	0	0
hsa-miR-6769b-3p	0.00	hsa-mir-6769b	0.00	0	0
hsa-miR-6769b-5p	0.00	hsa-mir-6769b	0.00	0	0
hsa-miR-6770-3p	0.00	hsa-mir-6770-1	0.00	0	0
hsa-miR-6770-5p	0.00	hsa-mir-6770-1	0.00	0	0
hsa-miR-6770-3p	0.00	hsa-mir-6770-2	0.00	0	0
hsa-miR-6770-5p	0.00	hsa-mir-6770-2	0.00	0	0
hsa-miR-6770-3p	0.00	hsa-mir-6770-3	0.00	0	0
hsa-miR-6770-5p	0.00	hsa-mir-6770-3	0.00	0	0
hsa-miR-6771-3p	0.00	hsa-mir-6771	0.00	0	0
hsa-miR-6771-5p	0.00	hsa-mir-6771	0.00	0	0
hsa-miR-6772-3p	0.00	hsa-mir-6772	0.00	0	0
hsa-miR-6772-5p	0.00	hsa-mir-6772	0.00	0	0
hsa-miR-6773-3p	0.00	hsa-mir-6773	0.00	0	0
hsa-miR-6773-5p	0.00	hsa-mir-6773	0.00	0	0
hsa-miR-6774-5p	0.00	hsa-mir-6774	0.00	0	0
hsa-miR-6774-3p	0.00	hsa-mir-6774	0.00	0	0
hsa-miR-6775-3p	0.00	hsa-mir-6775	0.00	0	0
hsa-miR-6775-5p	0.00	hsa-mir-6775	0.00	0	0
hsa-miR-6776-3p	0.00	hsa-mir-6776	0.00	0	0
hsa-miR-6776-5p	0.00	hsa-mir-6776	0.00	0	0
hsa-miR-6777-3p	0.00	hsa-mir-6777	0.00	0	0
hsa-miR-6777-5p	0.00	hsa-mir-6777	0.00	0	0
hsa-miR-6778-5p	0.00	hsa-mir-6778	0.00	0	0
hsa-miR-6778-3p	0.00	hsa-mir-6778	0.00	0	0
hsa-miR-6779-3p	0.00	hsa-mir-6779	0.00	0	0
hsa-miR-6779-5p	0.00	hsa-mir-6779	0.00	0	0
hsa-miR-6780a-5p	0.00	hsa-mir-6780a	0.00	0	0
hsa-miR-6780a-3p	0.00	hsa-mir-6780a	0.00	0	0
hsa-miR-6780b-5p	0.00	hsa-mir-6780b	0.00	0	0
